posturl,Q1,Q2,Q3,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q5a,Q5b,country,lang
http://twitter.com/1/statuses/1005418426423304192,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1006175704415981573,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1006440695245299712,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1007283590026145797,2,,,,,,,,,,,,,,,Nigeria,id
http://twitter.com/1/statuses/1008392181600534528,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1008462754569703425,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1008814965447364611,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1008816894613295104,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1009386550755561472,1,2.0,2.0,,,,,,,,,,,2.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1009426746230226945,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1009526841911201795,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1009754978330841088,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1009864451586248704,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1009903523591524360,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1010047956010110978,1,2.0,2.0,,,,,,,,,,,2.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1010344575599349762,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1010547389466382336,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1010603134832467968,1,1.0,2.0,,,,,,,,,,,2.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1010940817253511174,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1011184160843673600,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1011239469184319488,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1011509592646471680,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1011674312175181824,2,,,,,,,,,,,,,,,Nigeria,et
http://twitter.com/1/statuses/1011693778279780352,2,,,,,,,,,,,,,,,Indonesia,hi
http://twitter.com/1/statuses/1011796226726092801,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1011855331280896002,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1012001063967260675,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1012039800201842688,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1012072428539863040,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1012336186453524482,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1013029697226248193,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1013190141853294592,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1013480852741750785,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1013886804527800320,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1014234988567564288,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1014444072663207936,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1014606646922829825,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1014623890373599234,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1014766916647424001,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1014801871993745409,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1014814667821256704,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1014823498529890305,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1014830183172358144,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1014934971105071105,2,,,,,,,,,,,,,,,Indonesia,hi
http://twitter.com/1/statuses/1015009617015902210,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1015270540112809985,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1015628797549268992,2,,,,,,,,,,,,,,,Indonesia,th
http://twitter.com/1/statuses/1015721850473730054,1,1.0,2.0,,,,,,,,,,,2.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1016157753432203269,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1016267230223446018,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1016321175771852800,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1016703196075626496,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1017107412480864256,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1017128985552195584,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1017720403693891584,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1017896158939828225,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Nigeria,en
http://twitter.com/1/statuses/1017910609663418369,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Nigeria,en
http://twitter.com/1/statuses/1018008877076541440,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1018206789668605958,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1019272706699640837,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1019557413194817541,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1019783178834173952,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1019944789809254400,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1021413844055445504,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1021784242471219201,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1021816725015355392,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1022512743117717504,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,en
http://twitter.com/1/statuses/1022841894651547649,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1022900463883243521,2,,,,,,,,,,,,,,,Indonesia,hi
http://twitter.com/1/statuses/1022971000927875072,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1022988443863986179,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Brazil,en
http://twitter.com/1/statuses/1023162723578929154,1,1.0,2.0,,,,,,,,,,,2.0,3.0,Brazil,en
http://twitter.com/1/statuses/1023254650273849346,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1023473596021268481,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1023573282015068160,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1023588257316122629,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1023650541275099136,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1024203843196858368,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1024643894120734721,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1024765255589789696,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1024787144995471362,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Brazil,en
http://twitter.com/1/statuses/1025055135678881792,2,,,,,,,,,,,,,,,Indonesia,tl
http://twitter.com/1/statuses/1025196154236022784,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1025426139525857281,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1025494360895488003,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1025605278534787072,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1025663428222799873,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1025670041419698177,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1025709282803818496,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1026361932637503488,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1026426870856736768,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1026631594939953152,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1026681315213500417,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1027093967765217280,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1027140464971935744,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1027516543138193409,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1027970743353585664,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1028440553677975552,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Brazil,en
http://twitter.com/1/statuses/1029460384414093312,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,en
http://twitter.com/1/statuses/1029645769748439040,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1029886270443581440,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1029954944277852161,1,2.0,3.0,,,,,,,,,,,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1030457674561990656,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1030517245863190530,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1031022363981295616,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1031303625073680384,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1031483883680874496,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1031489519793709056,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1031489869703507969,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1031573628280659968,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1031774334862352384,2,,,,,,,,,,,,,,,Indonesia,hi
http://twitter.com/1/statuses/1031847011815895040,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1032368924225036288,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Nigeria,en
http://twitter.com/1/statuses/1032625214750900225,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1032630356191535109,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1032702417907994624,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1032734061226340352,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1033058045339656192,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1033484488951652352,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1033599549775011840,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1033813338181062656,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1033879097364148224,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1034925871902076928,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1035811912297205760,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1036271628647313409,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1036297642693652480,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1036780379342954497,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1036868397596921856,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1037371631000113152,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1037805018144034816,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1037822798612201472,2,,,,,,,,,,,,,,,Indonesia,nl
http://twitter.com/1/statuses/1037989205002145792,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1038160011401338880,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1038564138090299392,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1039065723782524928,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1039416465227567104,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1039634939883343873,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1040179618739671040,1,2.0,2.0,,,,,,,,,,,1.0,1.0,Nigeria,en
http://twitter.com/1/statuses/1040333916681527296,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1040577261286522881,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1040593130691670017,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Brazil,en
http://twitter.com/1/statuses/1040723758414217216,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1040730642764496897,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1040967944614944769,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1041265310723137536,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1041988101168660481,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1042441583063433220,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1043649348226170880,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1043667071681351680,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1044160978512998400,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1044341822401777665,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1044397353665515521,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1044966743410659328,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1045062815332077570,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1045187269164961792,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1045510502976245760,1,1.0,2.0,,,,,,,,,,,1.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1046158033817137152,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1046493015479586816,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1048241134076669952,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1048432545006845953,2,,,,,,,,,,,,,,,Nigeria,de
http://twitter.com/1/statuses/1048877289314902016,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1049041894662131712,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1049043072884072448,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1049425960221720576,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1049438843890487296,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1049600624063434753,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1049616926379573248,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1049788944085336064,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1050388196960493568,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1051548253232226304,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1051616293277831168,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1051760549976055808,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1052136652678856704,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1052283616745656326,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1052992823207845888,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1053033759346479105,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1053414119565594624,1,1.0,2.0,,,,,,,,,,,1.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1053509816453341184,1,1.0,2.0,,,,,,,,,,,2.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1053531335057391616,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1054116943077273600,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Brazil,en
http://twitter.com/1/statuses/1054720483445366784,1,1.0,2.0,,,,,,,,,,,2.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1054729081307172865,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Brazil,en
http://twitter.com/1/statuses/1056291219653955585,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1056625049745145856,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1056672655783399430,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1056820051121180672,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1056840891212746752,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1056894538479030273,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1056964097282056192,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1057059396457521153,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1057222866259861505,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1057291643693551616,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1057440831328673792,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1058361528695619585,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1058427362134683649,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1058485790009888768,1,1.0,3.0,,,,,,,,,,,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1058771062177972224,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Brazil,en
http://twitter.com/1/statuses/1059133435988578314,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1059878032599597056,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1059956833643831296,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1061139015435460608,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1061211808655130625,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1061615122651721729,1,2.0,2.0,,,,,,,,,,,2.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1062734876535910401,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1063214148056743938,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1063704291049906176,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1064016444864778240,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1064508495469428737,1,1.0,2.0,,,,,,,,,,,1.0,1.0,Nigeria,en
http://twitter.com/1/statuses/1064585929279574016,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1064778564053159936,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1065576375401238528,1,2.0,2.0,,,,,,,,,,,2.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1065577501089562625,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Nigeria,en
http://twitter.com/1/statuses/1065578909905944576,1,1.0,2.0,,,,,,,,,,,1.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1065651452297838592,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1065712084745416705,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1066315205703983105,1,1.0,2.0,,,,,,,,,,,2.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1066382633188376577,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1067698881859862528,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1068020577842151425,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1070507922571100160,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Brazil,en
http://twitter.com/1/statuses/1070624332907511808,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1070880171987738624,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1071488971899834369,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Nigeria,en
http://twitter.com/1/statuses/1071538619960225792,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1071776375470809088,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Nigeria,en
http://twitter.com/1/statuses/1072408216204648448,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1073001106064764928,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1073214184630845440,2,,,,,,,,,,,,,,,Indonesia,th
http://twitter.com/1/statuses/1073214519264964609,2,,,,,,,,,,,,,,,Indonesia,th
http://twitter.com/1/statuses/1073512994380820480,2,,,,,,,,,,,,,,,Indonesia,ko
http://twitter.com/1/statuses/1073657608467374082,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1073852397552787456,2,,,,,,,,,,,,,,,Indonesia,th
http://twitter.com/1/statuses/1073939873432690688,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1074491895340883968,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1074859068060098560,2,,,,,,,,,,,,,,,Indonesia,tl
http://twitter.com/1/statuses/1074966252160995329,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1075174970932846594,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1075501464632602625,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1075748422978822144,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1076130226705481730,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1076354290359459840,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1076547748063698944,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1076778958031597570,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1076868378202071040,2,,,,,,,,,,,,,,,Indonesia,tl
http://twitter.com/1/statuses/1078315105320878080,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1079266340597362688,2,,,,,,,,,,,,,,,Indonesia,hi
http://twitter.com/1/statuses/1079275175068061696,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1079332969607766016,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1079453686428971008,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1079950582784319489,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1080220591679029248,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1080931080570654720,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1080956849409675269,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Nigeria,en
http://twitter.com/1/statuses/1081186216014479361,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1081407296356470785,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1081558792586678272,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1081642132010647553,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1082352542430961664,1,1.0,2.0,,,,,,,,,,,1.0,2.0,Nigeria,en
